old,ori,new,up,low,total,type,date,total1,type1,date1,total2,type2,date2,total3,type3,date3,,compare,type0,date0
28453,28637,28467.18993,31430.14017,25907.39897,28453,old,2022/10/21,31430.14017,up,2022/10/21,31430.14017,up,2022/10/21,28467.18993,new,2022/10/21,,28467.18993,new,2022/10/21
28604,29084,28529.46914,31502.49408,25961.39692,28604,old,2022/10/22,31502.49408,up,2022/10/22,31502.49408,up,2022/10/22,28529.46914,new,2022/10/22,,28529.46914,new,2022/10/22
28774,29279,28633.62506,31623.52036,26051.67956,28774,old,2022/10/23,31623.52036,up,2022/10/23,31623.52036,up,2022/10/23,28633.62506,new,2022/10/23,,28633.62506,new,2022/10/23
28709,28947,28597.18979,31581.17737,26020.09837,28709,old,2022/10/24,31581.17737,up,2022/10/24,31581.17737,up,2022/10/24,28597.18979,new,2022/10/24,,28597.18979,new,2022/10/24
28678,28953,28574.71678,31555.06266,26000.62269,28678,old,2022/10/25,31555.06266,up,2022/10/25,31555.06266,up,2022/10/25,28574.71678,new,2022/10/25,,28574.71678,new,2022/10/25
29176,30063,28910.61628,31945.56307,26291.67467,29176,old,2022/10/26,31945.56307,up,2022/10/26,31945.56307,up,2022/10/26,28910.61628,new,2022/10/26,,28910.61628,new,2022/10/26
28280,27609,28335.15282,31276.77887,25792.89091,28280,old,2022/10/27,31276.77887,up,2022/10/27,31276.77887,up,2022/10/27,28335.15282,new,2022/10/27,,28335.15282,new,2022/10/27
27960,27905,28057.46482,30954.44096,25551.944,27960,old,2022/10/28,30954.44096,up,2022/10/28,30954.44096,up,2022/10/28,28057.46482,new,2022/10/28,,28057.46482,new,2022/10/28
26462,25156,26922.26575,29639.31917,24565.17253,26462,old,2022/10/29,29639.31917,up,2022/10/29,29639.31917,up,2022/10/29,26922.26575,new,2022/10/29,,26922.26575,new,2022/10/29
25470,24672,26028.10861,28606.4309,23785.88959,25470,old,2022/10/30,28606.4309,up,2022/10/30,28606.4309,up,2022/10/30,26028.10861,new,2022/10/30,,26028.10861,new,2022/10/30
25819,26498,26060.59212,28643.9081,23814.23176,25819,old,2022/10/31,28643.9081,up,2022/10/31,28643.9081,up,2022/10/31,26060.59212,new,2022/10/31,,26060.59212,new,2022/10/31
26467,27502,26398.91119,29034.44556,24109.27487,26467,old,2022/11/1,29034.44556,up,2022/11/1,29034.44556,up,2022/11/1,26398.91119,new,2022/11/1,,26398.91119,new,2022/11/1
26892,27670,26682.12819,29361.66803,24356.06399,26892,old,2022/11/2,29361.66803,up,2022/11/2,29361.66803,up,2022/11/2,26682.12819,new,2022/11/2,,26682.12819,new,2022/11/2
27977,29554,27448.11608,30247.99075,25022.61934,27977,old,2022/11/3,30247.99075,up,2022/11/3,30247.99075,up,2022/11/3,27448.11608,new,2022/11/3,,27448.11608,new,2022/11/3
27529,27330,27279.75832,30053.01809,24876.23218,27529,old,2022/11/4,30053.01809,up,2022/11/4,30053.01809,up,2022/11/4,27279.75832,new,2022/11/4,,27279.75832,new,2022/11/4
28410,29743,27921.08634,30796.23158,25433.54792,28410,old,2022/11/5,30796.23158,up,2022/11/5,30796.23158,up,2022/11/5,27921.08634,new,2022/11/5,,27921.08634,new,2022/11/5
29487,31068,28761.01448,31771.59857,26162.07978,29487,old,2022/11/6,31771.59857,up,2022/11/6,31771.59857,up,2022/11/6,28761.01448,new,2022/11/6,,28761.01448,new,2022/11/6
27691,26096,27707.76862,30548.87197,25248.27078,27691,old,2022/11/7,30548.87197,up,2022/11/7,30548.87197,up,2022/11/7,27707.76862,new,2022/11/7,,27707.76862,new,2022/11/7
27324,27213,27413.09504,30207.43179,24992.17732,27324,old,2022/11/8,30207.43179,up,2022/11/8,30207.43179,up,2022/11/8,27413.09504,new,2022/11/8,,27413.09504,new,2022/11/8
27954,28984,27782.47709,30635.48365,25313.16864,27954,old,2022/11/9,30635.48365,up,2022/11/9,30635.48365,up,2022/11/9,27782.47709,new,2022/11/9,,27782.47709,new,2022/11/9
27582,27467,27546.72805,30362.24091,25108.34039,27582,old,2022/11/10,30362.24091,up,2022/11/10,30362.24091,up,2022/11/10,27546.72805,new,2022/11/10,,27546.72805,new,2022/11/10
26683,25993,26893.63208,29606.20176,24540.24113,26683,old,2022/11/11,29606.20176,up,2022/11/11,29606.20176,up,2022/11/11,26893.63208,new,2022/11/11,,26893.63208,new,2022/11/11
25576,24660,26005.5749,28580.42961,23766.22309,25576,old,2022/11/12,28580.42961,up,2022/11/12,28580.42961,up,2022/11/12,26005.5749,new,2022/11/12,,26005.5749,new,2022/11/12
25214,25085,25579.69055,28089.43242,23394.38852,25214,old,2022/11/13,28089.43242,up,2022/11/13,28089.43242,up,2022/11/13,25579.69055,new,2022/11/13,,25579.69055,new,2022/11/13
25700,26536,25769.83934,28308.57779,23560.46099,25700,old,2022/11/14,28308.57779,up,2022/11/14,28308.57779,up,2022/11/14,25769.83934,new,2022/11/14,,25769.83934,new,2022/11/14
26390,27475,26191.18544,28794.60735,23928.15126,26390,old,2022/11/15,28794.60735,up,2022/11/15,28794.60735,up,2022/11/15,26191.18544,new,2022/11/15,,26191.18544,new,2022/11/15
25870,25576,25866.91182,28420.49994,23645.20389,25870,old,2022/11/16,28420.49994,up,2022/11/16,28420.49994,up,2022/11/16,25866.91182,new,2022/11/16,,25866.91182,new,2022/11/16
26477,27465,26254.7974,28868.03616,23983.62303,26477,old,2022/11/17,28868.03616,up,2022/11/17,28868.03616,up,2022/11/17,26254.7974,new,2022/11/17,,26254.7974,new,2022/11/17
27594,29208,27046.95628,29783.56638,24673.69572,27594,old,2022/11/18,29783.56638,up,2022/11/18,29783.56638,up,2022/11/18,27046.95628,new,2022/11/18,,27046.95628,new,2022/11/18
26077,24749,26135.06265,28729.84023,23879.19886,26077,old,2022/11/19,28729.84023,up,2022/11/19,28729.84023,up,2022/11/19,26135.06265,new,2022/11/19,,26135.06265,new,2022/11/19
25428,24991,25632.23416,28149.98193,23440.29047,25428,old,2022/11/20,28149.98193,up,2022/11/20,28149.98193,up,2022/11/20,25632.23416,new,2022/11/20,,25632.23416,new,2022/11/20
24756,24288,25063.89634,27495.59984,22943.49572,24756,old,2022/11/21,27495.59984,up,2022/11/21,27495.59984,up,2022/11/21,25063.89634,new,2022/11/21,,25063.89634,new,2022/11/21
25858,27437,25691.18124,28217.9101,23491.77015,25858,old,2022/11/22,28217.9101,up,2022/11/22,28217.9101,up,2022/11/22,25691.18124,new,2022/11/22,,25691.18124,new,2022/11/22
26102,26663,25885.4625,28441.892,23661.40086,26102,old,2022/11/23,28441.892,up,2022/11/23,28441.892,up,2022/11/23,25885.4625,new,2022/11/23,,25885.4625,new,2022/11/23
26712,27705,26341.02037,28967.59253,24058.80765,26712,old,2022/11/24,28967.59253,up,2022/11/24,28967.59253,up,2022/11/24,26341.02037,new,2022/11/24,,26341.02037,new,2022/11/24
25362,24197,25488.03505,27983.8433,23314.31038,25362,old,2022/11/25,27983.8433,up,2022/11/25,27983.8433,up,2022/11/25,25488.03505,new,2022/11/25,,25488.03505,new,2022/11/25
25160,25206,25279.39821,27743.59451,23131.95852,25160,old,2022/11/27,27743.59451,up,2022/11/27,27743.59451,up,2022/11/27,25279.39821,new,2022/11/27,,25279.39821,new,2022/11/27
25448,26051,25413.22338,27897.67958,23248.93808,25448,old,2022/11/28,27897.67958,up,2022/11/28,27897.67958,up,2022/11/28,25413.22338,new,2022/11/28,,25413.22338,new,2022/11/28
24500,23739,24731.53389,27113.42463,22652.62126,24500,old,2022/11/29,27113.42463,up,2022/11/29,27113.42463,up,2022/11/29,24731.53389,new,2022/11/29,,24731.53389,new,2022/11/29
23477,22628,23901.8509,26161.03167,21925.35877,23477,old,2022/12/1,26161.03167,up,2022/12/1,26161.03167,up,2022/12/1,23901.8509,new,2022/12/1,,23901.8509,new,2022/12/1
23901,24646,24036.11369,26314.99104,22043.16215,23901,old,2022/12/2,26314.99104,up,2022/12/2,26314.99104,up,2022/12/2,24036.11369,new,2022/12/2,,24036.11369,new,2022/12/2
23766,23873,23876.50697,26131.9767,21903.12131,23766,old,2022/12/3,26131.9767,up,2022/12/3,26131.9767,up,2022/12/3,23876.50697,new,2022/12/3,,23876.50697,new,2022/12/3
24481,25577,24308.05184,26627.01275,22281.61934,24481,old,2022/12/4,26627.01275,up,2022/12/4,26627.01275,up,2022/12/4,24308.05184,new,2022/12/4,,24308.05184,new,2022/12/4
23723,23153,23813.18799,26059.3958,21847.5475,23723,old,2022/12/5,26059.3958,up,2022/12/5,26059.3958,up,2022/12/5,23813.18799,new,2022/12/5,,23813.18799,new,2022/12/5
23502,23509,23608.48136,25824.84062,21667.81422,23502,old,2022/12/6,25824.84062,up,2022/12/6,25824.84062,up,2022/12/6,23608.48136,new,2022/12/6,,23608.48136,new,2022/12/6
24030,24899,23915.74325,26176.95917,21937.55338,24030,old,2022/12/7,26176.95917,up,2022/12/7,26176.95917,up,2022/12/7,23915.74325,new,2022/12/7,,23915.74325,new,2022/12/7
22532,21199,22867.22011,24976.71268,21016.12948,22532,old,2022/12/8,24976.71268,up,2022/12/8,24976.71268,up,2022/12/8,22867.22011,new,2022/12/8,,22867.22011,new,2022/12/8
22932,23640,23017.21459,25148.17699,21148.10687,22932,old,2022/12/9,25148.17699,up,2022/12/9,25148.17699,up,2022/12/9,23017.21459,new,2022/12/9,,23017.21459,new,2022/12/9
21963,21157,22283.38531,24310.06649,20501.89273,21963,old,2022/12/10,24310.06649,up,2022/12/10,24310.06649,up,2022/12/10,22283.38531,new,2022/12/10,,22283.38531,new,2022/12/10
22275,22873,22378.98692,24419.14232,20586.156,22275,old,2022/12/12,24419.14232,up,2022/12/12,24419.14232,up,2022/12/12,22378.98692,new,2022/12/12,,22378.98692,new,2022/12/12
23003,24101,22825.74028,24929.30945,20979.62233,23003,old,2022/12/13,24929.30945,up,2022/12/13,24929.30945,up,2022/12/13,22825.74028,new,2022/12/13,,22825.74028,new,2022/12/13
21834,20824,22042.32345,24035.15761,20289.31889,21834,old,2022/12/14,24035.15761,up,2022/12/14,24035.15761,up,2022/12/14,22042.32345,new,2022/12/14,,22042.32345,new,2022/12/14
21884,22176,21992.81383,23978.72289,20245.64206,21884,old,2022/12/15,23978.72289,up,2022/12/15,23978.72289,up,2022/12/15,21992.81383,new,2022/12/15,,21992.81383,new,2022/12/15
21984,22336,22011.37794,23999.88261,20262.01654,21984,old,2022/12/17,23999.88261,up,2022/12/17,23999.88261,up,2022/12/17,22011.37794,new,2022/12/17,,22011.37794,new,2022/12/17
21958,22166,26636.05538,29308.41273,24315.92518,21958,old,2022/12/18,29308.41273,up,2022/12/18,29308.41273,up,2022/12/18,26636.05538,new,2022/12/18,,26636.05538,new,2022/12/18
23668,26010,23767.87642,26007.4648,21807.77248,23668,old,2022/12/19,26007.4648,up,2022/12/19,26007.4648,up,2022/12/19,23767.87642,new,2022/12/19,,23767.87642,new,2022/12/19
23767,24137,22688.41085,24772.4122,20858.72584,23767,old,2022/12/20,24772.4122,up,2022/12/20,24772.4122,up,2022/12/20,22688.41085,new,2022/12/20,,22688.41085,new,2022/12/20
22886,22180,21930.6188,23907.84077,20190.76553,22886,old,2022/12/21,23907.84077,up,2022/12/21,23907.84077,up,2022/12/21,21930.6188,new,2022/12/21,,21930.6188,new,2022/12/21
21610,20490,21128.22762,22994.61746,19481.90839,21610,old,2022/12/22,22994.61746,up,2022/12/22,22994.61746,up,2022/12/22,21128.22762,new,2022/12/22,,21128.22762,new,2022/12/22
21654,21937,21192.92029,23068.16011,19539.11798,21654,old,2022/12/23,23068.16011,up,2022/12/23,23068.16011,up,2022/12/23,21192.92029,new,2022/12/23,,21192.92029,new,2022/12/23
15695,20281,15599.36134,16767.46212,14550.15255,15695,old,2022/12/24,16767.46212,up,2022/12/24,16767.46212,up,2022/12/24,15599.36134,new,2022/12/24,,15599.36134,new,2022/12/24
20693,15554,20618.41275,22415.59096,19030.65981,20693,old,2022/12/25,22415.59096,up,2022/12/25,22415.59096,up,2022/12/25,20618.41275,new,2022/12/25,,20618.41275,new,2022/12/25
20264,20011,20321.29779,22078.5774,18767.36311,20264,old,2022/12/26,22078.5774,up,2022/12/26,22078.5774,up,2022/12/26,20321.29779,new,2022/12/26,,20321.29779,new,2022/12/26
20448,20879,20413.39283,22183.00876,18849.00055,20448,old,2022/12/27,22183.00876,up,2022/12/27,22183.00876,up,2022/12/27,20413.39283,new,2022/12/27,,20413.39283,new,2022/12/27
20208,20160,20244.4965,21991.51538,18699.26563,20208,old,2022/12/28,21991.51538,up,2022/12/28,21991.51538,up,2022/12/28,20244.4965,new,2022/12/28,,20244.4965,new,2022/12/28
20008,20001,20081.2727,21806.55683,18554.48792,20008,old,2022/12/29,21806.55683,up,2022/12/29,21806.55683,up,2022/12/29,20081.2727,new,2022/12/29,,20081.2727,new,2022/12/29
20461,21204,20356.92757,22118.97471,18798.9497,20461,old,2022/12/30,22118.97471,up,2022/12/30,22118.97471,up,2022/12/30,20356.92757,new,2022/12/30,,20356.92757,new,2022/12/30
20319,20380,20281.63891,22033.61735,18732.19776,20319,old,2022/12/31,22033.61735,up,2022/12/31,22033.61735,up,2022/12/31,20281.63891,new,2022/12/31,,20281.63891,new,2022/12/31
20203,,20199.42028,22038.51249,18583.02636,20203,old,2023/1/1,22038.51249,up,2023/1/1,22038.51249,up,2023/1/1,20199.42028,new,2023/1/1,,20199.42028,new,2023/1/1
20087,,20117.77676,22038.78948,18439.29721,80630,ori,2022/1/7,22038.78948,up,2023/1/2,22038.78948,up,2023/1/2,80630,ori,2022/1/7,,80630,ori,2022/1/7
19972,,20036.67053,22035.0206,18300.35973,101503,ori,2022/1/8,22035.0206,up,2023/1/3,22035.0206,up,2023/1/3,101503,ori,2022/1/8,,101503,ori,2022/1/8
19858,,19956.07104,22027.68028,18165.69631,91477,ori,2022/1/9,22027.68028,up,2023/1/4,22027.68028,up,2023/1/4,91477,ori,2022/1/9,,91477,ori,2022/1/9
19744,,19875.97084,22017.1626,18034.8895,107134,ori,2022/1/10,22017.1626,up,2023/1/5,22017.1626,up,2023/1/5,107134,ori,2022/1/10,,107134,ori,2022/1/10
19631,,19796.35941,22003.80307,17907.59705,153880,ori,2022/1/11,22003.80307,up,2023/1/6,22003.80307,up,2023/1/6,153880,ori,2022/1/11,,153880,ori,2022/1/11
19518,,19717.23275,21987.88182,17783.53142,137586,ori,2022/1/12,21987.88182,up,2023/1/7,21987.88182,up,2023/1/7,137586,ori,2022/1/12,,137586,ori,2022/1/12
19407,,19638.58378,21969.64199,17662.44077,132726,ori,2022/1/13,21969.64199,up,2023/1/8,21969.64199,up,2023/1/8,132726,ori,2022/1/13,,132726,ori,2022/1/13
19296,,19560.40864,21949.28951,17544.11491,169484,ori,2022/1/14,21949.28951,up,2023/1/9,21949.28951,up,2023/1/9,169484,ori,2022/1/14,,169484,ori,2022/1/14
19185,,19482.70352,21927.00789,17428.36744,205880,ori,2022/1/15,21927.00789,up,2023/1/10,21927.00789,up,2023/1/10,205880,ori,2022/1/15,,205880,ori,2022/1/15
19075,,19405.46771,21902.95815,17315.0371,209609,ori,2022/1/16,21902.95815,up,2023/1/11,21902.95815,up,2023/1/11,209609,ori,2022/1/16,,209609,ori,2022/1/16
18966,,19328.6913,21877.27873,17203.97878,222197,ori,2022/1/17,21877.27873,up,2023/1/12,21877.27873,up,2023/1/12,222197,ori,2022/1/17,,222197,ori,2022/1/17
18858,,19252.37369,21850.09297,17095.06275,220950,ori,2022/1/18,21850.09297,up,2023/1/13,21850.09297,up,2023/1/13,220950,ori,2022/1/18,,220950,ori,2022/1/18
18750,,19176.51121,21821.52012,16988.17391,280622,ori,2022/1/19,21821.52012,up,2023/1/14,21821.52012,up,2023/1/14,280622,ori,2022/1/19,,280622,ori,2022/1/19
18642,,19101.10325,21791.65323,16883.21109,243964,ori,2022/1/20,21791.65323,up,2023/1/15,21791.65323,up,2023/1/15,243964,ori,2022/1/20,,243964,ori,2022/1/20
18535,,19026.14018,21760.58498,16780.0765,273727,ori,2022/1/21,21760.58498,up,2023/1/16,21760.58498,up,2023/1/16,273727,ori,2022/1/21,,273727,ori,2022/1/21
18429,,18951.62146,21728.39664,16678.68787,241489,ori,2022/1/22,21728.39664,up,2023/1/17,21728.39664,up,2023/1/17,241489,ori,2022/1/22,,241489,ori,2022/1/22
18324,,18877.54357,21695.16544,16578.96798,269929,ori,2022/1/23,21695.16544,up,2023/1/18,21695.16544,up,2023/1/18,269929,ori,2022/1/23,,269929,ori,2022/1/23
18219,,18803.90598,21660.96087,16480.84207,258038,ori,2022/1/24,21660.96087,up,2023/1/19,21660.96087,up,2023/1/19,258038,ori,2022/1/24,,258038,ori,2022/1/24
18115,,18730.69934,21625.84113,16384.24487,276404,ori,2022/1/25,21625.84113,up,2023/1/20,21625.84113,up,2023/1/20,276404,ori,2022/1/25,,276404,ori,2022/1/25
18011,,18657.92317,21589.86773,16289.11787,302348,ori,2022/1/26,21589.86773,up,2023/1/21,21589.86773,up,2023/1/21,302348,ori,2022/1/26,,302348,ori,2022/1/26
17908,,18585.5741,21553.08727,16195.40193,331844,ori,2022/1/27,21553.08727,up,2023/1/22,21553.08727,up,2023/1/22,331844,ori,2022/1/27,,331844,ori,2022/1/27
17805,,18513.65166,21515.55691,16103.049,296968,ori,2022/1/28,21515.55691,up,2023/1/23,21515.55691,up,2023/1/23,296968,ori,2022/1/28,,296968,ori,2022/1/28
17703,,18442.14676,21477.31899,16012.00779,313220,ori,2022/1/29,21477.31899,up,2023/1/24,21477.31899,up,2023/1/24,313220,ori,2022/1/29,,313220,ori,2022/1/29
17602,,18371.05901,21438.41557,15922.23078,294687,ori,2022/1/30,21438.41557,up,2023/1/25,21438.41557,up,2023/1/25,294687,ori,2022/1/30,,294687,ori,2022/1/30
17501,,18300.38798,21398.88481,15833.68087,341314,ori,2022/1/31,21398.88481,up,2023/1/26,21398.88481,up,2023/1/26,341314,ori,2022/1/31,,341314,ori,2022/1/31
17401,,18230.12478,21358.76457,15746.31524,351663,ori,2022/2/1,21358.76457,up,2023/1/27,21358.76457,up,2023/1/27,351663,ori,2022/2/1,,351663,ori,2022/2/1
17301,,18160.26906,21318.08886,15660.09445,361908,ori,2022/2/2,21318.08886,up,2023/1/28,21318.08886,up,2023/1/28,361908,ori,2022/2/2,,361908,ori,2022/2/2
17202,,18090.81767,21276.88789,15574.9868,358176,ori,2022/2/3,21276.88789,up,2023/1/29,21276.88789,up,2023/1/29,358176,ori,2022/2/3,,358176,ori,2022/2/3
17104,,18021.77024,21235.19513,15490.95923,359679,ori,2022/2/4,21235.19513,up,2023/1/30,21235.19513,up,2023/1/30,359679,ori,2022/2/4,,359679,ori,2022/2/4
17006,,17953.11813,21193.03672,15407.97733,319698,ori,2022/2/5,21193.03672,up,2023/1/31,21193.03672,up,2023/1/31,319698,ori,2022/2/5,,319698,ori,2022/2/5
16909,,17884.86105,21150.44209,15326.01629,311018,ori,2022/2/6,21150.44209,up,2023/2/1,21150.44209,up,2023/2/1,311018,ori,2022/2/6,,311018,ori,2022/2/6
16812,,17816.99597,21107.42988,15245.04328,288228,ori,2022/2/7,21107.42988,up,2023/2/2,21107.42988,up,2023/2/2,288228,ori,2022/2/7,,288228,ori,2022/2/7
16716,,17749.52257,21064.02909,15165.03275,336236,ori,2022/2/8,21064.02909,up,2023/2/3,21064.02909,up,2023/2/3,336236,ori,2022/2/8,,336236,ori,2022/2/8
16620,,17682.43246,21020.26145,15085.96185,305372,ori,2022/2/9,21020.26145,up,2023/2/4,21020.26145,up,2023/2/4,305372,ori,2022/2/9,,305372,ori,2022/2/9
16525,,17615.7254,20976.14501,15007.80412,304830,ori,2022/2/10,20976.14501,up,2023/2/5,20976.14501,up,2023/2/5,304830,ori,2022/2/10,,304830,ori,2022/2/10
16430,,17549.40113,20931.70459,14930.5379,278826,ori,2022/2/11,20931.70459,up,2023/2/6,20931.70459,up,2023/2/6,278826,ori,2022/2/11,,278826,ori,2022/2/11
16336,,17483.45142,20886.95442,14854.13997,269885,ori,2022/2/12,20886.95442,up,2023/2/7,20886.95442,up,2023/2/7,269885,ori,2022/2/12,,269885,ori,2022/2/12
16243,,17417.87608,20841.91546,14778.59177,277471,ori,2022/2/13,20841.91546,up,2023/2/8,20841.91546,up,2023/2/8,277471,ori,2022/2/13,,277471,ori,2022/2/13
16150,,17352.67226,20796.60161,14703.87109,261521,ori,2022/2/14,20796.60161,up,2023/2/9,20796.60161,up,2023/2/9,261521,ori,2022/2/14,,261521,ori,2022/2/14
16057,,17287.83975,20751.03346,14629.96029,287836,ori,2022/2/15,20751.03346,up,2023/2/10,20751.03346,up,2023/2/10,287836,ori,2022/2/15,,287836,ori,2022/2/15
15965,,17223.37056,20705.22459,14556.84011,289721,ori,2022/2/16,20705.22459,up,2023/2/11,20705.22459,up,2023/2/11,289721,ori,2022/2/16,,289721,ori,2022/2/16
15874,,17159.26453,20659.18504,14484.49372,342003,ori,2022/2/17,20659.18504,up,2023/2/12,20659.18504,up,2023/2/12,342003,ori,2022/2/17,,342003,ori,2022/2/17
15783,,17095.51893,20612.93491,14412.90271,265238,ori,2022/2/18,20612.93491,up,2023/2/13,20612.93491,up,2023/2/13,265238,ori,2022/2/18,,265238,ori,2022/2/18
15693,,17032.13359,20566.4873,14342.05295,282327,ori,2022/2/19,20566.4873,up,2023/2/14,20566.4873,up,2023/2/14,282327,ori,2022/2/19,,282327,ori,2022/2/19
15603,,16969.10074,20519.85187,14271.92872,273306,ori,2022/2/20,20519.85187,up,2023/2/15,20519.85187,up,2023/2/15,273306,ori,2022/2/20,,273306,ori,2022/2/20
15513,,16906.42027,20473.04148,14202.51461,278731,ori,2022/2/21,20473.04148,up,2023/2/16,20473.04148,up,2023/2/16,278731,ori,2022/2/21,,278731,ori,2022/2/21
15425,,16844.08954,20426.06553,14133.79553,306356,ori,2022/2/22,20426.06553,up,2023/2/17,20426.06553,up,2023/2/17,306356,ori,2022/2/22,,306356,ori,2022/2/22
15336,,16782.10843,20378.93998,14065.75676,277576,ori,2022/2/23,20378.93998,up,2023/2/18,20378.93998,up,2023/2/18,277576,ori,2022/2/23,,277576,ori,2022/2/23
15248,,16720.46938,20331.67398,13998.38761,250674,ori,2022/2/24,20331.67398,up,2023/2/19,20331.67398,up,2023/2/19,250674,ori,2022/2/24,,250674,ori,2022/2/24
15161,,16659.17233,20284.27655,13931.67389,255907,ori,2022/2/25,20284.27655,up,2023/2/20,20284.27655,up,2023/2/20,255907,ori,2022/2/25,,255907,ori,2022/2/25
15074,,16598.21716,20236.75665,13865.60169,248363,ori,2022/2/26,20236.75665,up,2023/2/21,20236.75665,up,2023/2/21,248363,ori,2022/2/26,,248363,ori,2022/2/26
14988,,16537.5965,20189.12311,13800.16109,250413,ori,2022/2/27,20189.12311,up,2023/2/22,20189.12311,up,2023/2/22,250413,ori,2022/2/27,,250413,ori,2022/2/27
14902,,16477.31028,20141.38794,13735.34052,251094,ori,2022/2/28,20141.38794,up,2023/2/23,20141.38794,up,2023/2/23,251094,ori,2022/2/28,,251094,ori,2022/2/28
14817,,16417.35606,20093.55976,13671.12682,240137,ori,2022/3/1,20093.55976,up,2023/2/24,20093.55976,up,2023/2/24,240137,ori,2022/3/1,,240137,ori,2022/3/1
14732,,16357.73376,20045.64382,13607.51072,257304,ori,2022/3/2,20045.64382,up,2023/2/25,20045.64382,up,2023/2/25,257304,ori,2022/3/2,,257304,ori,2022/3/2
14648,,16298.43619,19997.64857,13544.47953,240018,ori,2022/3/3,19997.64857,up,2023/2/26,19997.64857,up,2023/2/26,240018,ori,2022/3/3,,240018,ori,2022/3/3
14564,,16239.46334,19949.57913,13482.02617,203730,ori,2022/3/4,19949.57913,up,2023/2/27,19949.57913,up,2023/2/27,203730,ori,2022/3/4,,203730,ori,2022/3/4
14481,,16180.81284,19901.45019,13420.13835,229895,ori,2022/3/5,19901.45019,up,2023/2/28,19901.45019,up,2023/2/28,229895,ori,2022/3/5,,229895,ori,2022/3/5
14398,,16122.48466,19853.26346,13358.80757,218595,ori,2022/3/6,19853.26346,up,2023/3/1,19853.26346,up,2023/3/1,218595,ori,2022/3/6,,218595,ori,2022/3/6
,,,,,218595,ori,2022/3/7,66251.359,low,2022/1/7,66251.359,low,2022/1/7,218595,ori,2022/3/7,,218595,ori,2022/3/7
,,,,,207473,ori,2022/3/8,75177.75144,low,2022/1/8,75177.75144,low,2022/1/8,207473,ori,2022/3/8,,207473,ori,2022/3/8
,,,,,201799,ori,2022/3/9,75588.77383,low,2022/1/9,75588.77383,low,2022/1/9,201799,ori,2022/3/9,,201799,ori,2022/3/9
,,,,,208884,ori,2022/3/10,122932.9474,low,2022/1/10,122932.9474,low,2022/1/10,208884,ori,2022/3/10,,208884,ori,2022/3/10
,,,,,226349,ori,2022/3/11,90341.52551,low,2022/1/11,90341.52551,low,2022/1/11,226349,ori,2022/3/11,,226349,ori,2022/3/11
,,,,,192049,ori,2022/3/12,96005.78723,low,2022/1/12,96005.78723,low,2022/1/12,192049,ori,2022/3/12,,192049,ori,2022/3/12
,,,,,179436,ori,2022/3/13,161335.149,low,2022/1/13,161335.149,low,2022/1/13,179436,ori,2022/3/13,,179436,ori,2022/3/13
,,,,,185406,ori,2022/3/14,150122.2578,low,2022/1/14,150122.2578,low,2022/1/14,185406,ori,2022/3/14,,185406,ori,2022/3/14
,,,,,202855,ori,2022/3/15,151643.7969,low,2022/1/15,151643.7969,low,2022/1/15,202855,ori,2022/3/15,,202855,ori,2022/3/15
,,,,,217856,ori,2022/3/16,153445.4832,low,2022/1/16,153445.4832,low,2022/1/16,217856,ori,2022/3/16,,217856,ori,2022/3/16
,,,,,169071,ori,2022/3/17,157203.4364,low,2022/1/17,157203.4364,low,2022/1/17,169071,ori,2022/3/17,,169071,ori,2022/3/17
,,,,,179830,ori,2022/3/18,159551.5541,low,2022/1/18,159551.5541,low,2022/1/18,179830,ori,2022/3/18,,179830,ori,2022/3/18
,,,,,156311,ori,2022/3/19,171808.4083,low,2022/1/19,171808.4083,low,2022/1/19,156311,ori,2022/3/19,,156311,ori,2022/3/19
,,,,,154987,ori,2022/3/20,174148.2481,low,2022/1/20,174148.2481,low,2022/1/20,154987,ori,2022/3/20,,154987,ori,2022/3/20
,,,,,173636,ori,2022/3/21,181338.8925,low,2022/1/21,181338.8925,low,2022/1/21,173636,ori,2022/3/21,,173636,ori,2022/3/21
,,,,,160161,ori,2022/3/22,180068.0414,low,2022/1/22,180068.0414,low,2022/1/22,160161,ori,2022/3/22,,160161,ori,2022/3/22
,,,,,156785,ori,2022/3/23,184828.3306,low,2022/1/23,184828.3306,low,2022/1/23,156785,ori,2022/3/23,,156785,ori,2022/3/23
,,,,,169066,ori,2022/3/24,185807.4899,low,2022/1/24,185807.4899,low,2022/1/24,169066,ori,2022/3/24,,169066,ori,2022/3/24
,,,,,150197,ori,2022/3/25,190027.8937,low,2022/1/25,190027.8937,low,2022/1/25,150197,ori,2022/3/25,,150197,ori,2022/3/25
,,,,,149507,ori,2022/3/26,197655.5645,low,2022/1/26,197655.5645,low,2022/1/26,149507,ori,2022/3/26,,149507,ori,2022/3/26
,,,,,165468,ori,2022/3/27,208079,low,2022/1/27,208079,low,2022/1/27,165468,ori,2022/3/27,,165468,ori,2022/3/27
,,,,,173696,ori,2022/3/28,209196.7176,low,2022/1/28,209196.7176,low,2022/1/28,173696,ori,2022/3/28,,173696,ori,2022/3/28
,,,,,149070,ori,2022/3/29,213024.3747,low,2022/1/29,213024.3747,low,2022/1/29,149070,ori,2022/3/29,,149070,ori,2022/3/29
,,,,,158139,ori,2022/3/30,212067.8345,low,2022/1/30,212067.8345,low,2022/1/30,158139,ori,2022/3/30,,158139,ori,2022/3/30
